ID;CSV_ID;ONLINE_CN;NAME;CATEGORIE;POSTAL_ADDRESS;POSTAL_ZIPCODE;POSTAL_CITY;VISIT_ADDRESS;VISIT_ZIPCODE;VISIT_CITY;TELEPHONE_GENERAL;TELEPHONE_MANAGEMENT;TELEPHONE_SALES;FAX;EMAIL;URL;PERSOONSNUMMER;MANAGER_PREFIX;MANAGER_FIRSTNAME;MANAGER_INFIX;MANAGER_LASTNAME;PR_MANAGER_PREFIX;PR_MANAGER_FIRSTNAME;PR_MANAGER_INFIX;PR_MANAGER_LASTNAME;TECHNICIAN_PREFIX;TECHNICIAN_FIRSTNAME;TECHNICIAN_INFIX;TECHNICIAN_LASTNAME;SALESMANAGER_PREFIX;SALESMANAGER_FIRSTNAME;SALESMANAGER_INFIX;SALESMANAGER_LASTNAME;NUMBER_ROOMS;CHAIRS_ROOM_1;CHAIRS_ROOM_2;CHAIRS_ROOM_3;CHAIRS_TOTAL;PROD_HOUSE_COMPANY
15196;1283;;Theater Bellevue;230;;;;Leidsekade 90;1017 PN;AMSTERDAM;020-5305300;;020-5305301/02;020-5305303/020-6201;info@theaterbellevue.nl;www.theaterbellevue.nl;412;Mevrouw;Jeannette;;Smit;Mevrouw;Jessica;;Tepe;De heer;Hans;;Bruijn;Mevrouw;Mechteline;van;Es;2;248;105;0;353;
15197;1305;;Theaterhotel Almelo;229;Postbus 465;7600 AL;ALMELO;Schouwburgplein 1;7607 AE;ALMELO;0546-803000;;;0546-821665;info@theaterhotel.nl;www.theaterhotel.nl;4821;Mevrouw;Marianne;;Hammink;Mevrouw;Esther;;Hammink;De heer;Ruud;van der;Sluisveer;Mevrouw;Inge;;Hammink;1;822;0;0;0;
15198;1306;;Theaterhotel De Oranjerie;229;Postbus 200;6040 AE;ROERMOND;Kloosterwandplein 12 -16;6040 AE;ROERMOND;0475-391491;;;0475-317188;oranjerie@valk.com;www.oranjerieroermond.nl;1151;De heer;Henk;;Luiten;Mevrouw;Dorien;;Pollaert;De heer;Jop;;Heynen;Mevrouw;Miranka;van;Helden;1;800;0;0;800;
15199;1311;;Theaters Tilburg;230;Postbus 3035;5003 DA;TILBURG;Louis Bouwmeesterplein 1;5038 TN;TILBURG;013-5490390;;013-5432220;013-5430957;info@theaterstilburg.nl;www.theaterstilburg.nl;821;De heer;Leo;;Pot;Mevrouw;Gwen;;Sengers;De heer;Dick;;Doezejager;Mevrouw;Monique;;Bouwman;3;850;800;150;1800;
15200;1426;;Witte Theater;230;Postbus 260;1970 AG;IJMUIDEN;Kanaalstraat 257;1975 BD;IJMUIDEN;0255-533557;;0255-521972;0255-537564;reacties@wittetheater.nl;www.wittetheater.nl;951;De heer;Dirk;van;Zonderen;De heer;Michel;;Bosua;De heer;Frank;;Heeremans;De heer;Michel;;Bosua;1;149;0;0;149;
15201;1662;;Kunst en Cultuur Noord-Holland/Karavaan;229;Postbus 3043;1801 GA;ALKMAAR;Bergerweg 1;1815 AC;ALKMAAR;072-850 28 00;;;;info@kcnh.nl;www.karavaan.nl;9420;De heer;Bert;;Mennings;Mevrouw;Carla;;Voorendonk;;;;;Mevrouw;Bernadette;;BiegstrÃ¤ten;0;0;0;0;0;
15202;2392;;Posttheater;230;Postbus 3055;6802 DB;ARNHEM;Rosendaalsestraat 27;6824 CA;ARNHEM;026-4463554;;026-4460553;026-3518043;info@posttheater.nl;www.posttheater.nl;11253;Mevrouw;Erica;;Vreeswijk;Mevrouw;Chantal;van;Loo;De heer;Arnoud;;Hartog;Mevrouw;Sandra;;Otten;2;319;80;0;399;
15203;2595;;Castellum B.V.;230;Postbus 432;2400 AK;ALPHEN AAN DEN RIJN;Rijnplein 1 -3;2405 DB;ALPHEN AAN DEN RIJN;0172-429230;;0172-429292;0172-429200;info@theatercastellum.nl;www.theatercastellum.nl;5103;De heer;Marc;van;Kaam;Mevrouw;Lot;;Falkenburg;De heer;Ruud;;Moojen;Mevrouw;Mirella;;Hoogvliet;2;755;279;0;1034;
15204;2964;;Cultuurcentrum vanBeresteyn;229;Postbus 20004;9640 PA;VEENDAM;Museumplein 5 A;9641 AD;VEENDAM;0598-317730;;0598- 634566;0598-317735;vanberesteyn@veendam.nl;www.vanberesteyn.nl;8597;De heer;Simon;;Scholtens;Mevrouw;Ginet;;Venema;De heer;Kor;;Kuiper;t.a.v.;;;Hoofd kassa;1;350;0;0;350;
15205;3242;;DeLaMar Theater;229;Leidsekade 91;1017PN;AMSTERDAM;Marnixstraat 402;1017PL;AMSTERDAM;020-5552627;;0900 - 3352627;020-5552699;info@delamar.nl;www.delamar.nl;10833;De heer;Fons;;Bruins;Mevrouw;Cynthia;;Schell;De heer;Marco;;Hartendorf;Mevrouw;Saskia;van der;Linde;2;943;601;0;1544;
15206;3577;;Fulco Theater;230;Overtoom 3;3401 BK;IJSSELSTEIN;Overtoom 3;3401 BK;IJSSELSTEIN;030-6884230;;030-6878833;030-6886636;info@fulcotheater.nl;www.fulcotheater.nl;7918;De heer;Ed;;Caris;Mevrouw;Dorien;van der;Steen;De heer;Martin;van;Hekken;Mevrouw;Patricia;;Temmink;1;356;0;0;356;
15207;3807;;Schaffelaartheater;229;Churchillstraat 74 A;3772 KV;BARNEVELD;Churhillstraat 74 A;3772 KV;BARNEVELD;0342-842848;;0342-842848;;contact@schaffelaartheater.nl;www.schaffelaartheater.nl;8814;De heer;Frans;;Meijer;Mevrouw;Karjolein;;Knuit;De heer;Albert;;Glazenborg;Mevrouw;Afranina;;Oostendarp-de Wolf;2;550;200;0;750;

Vraagsteller,kdw
Tijdstip, 20110514T14:58:56

Vraag,null
Omschrijving,null


Database
Connectionname,tel@XE
Schemaname,tel
Servicename,nosu:1521:XE
Description,contact gegevens
